mean_voltage,max_voltage,min_voltage,mean_temperature,max_temperature,mean_current,duration,Capacity
3.4752664759657903,4.246764125510136,2.470611866932728,8.272422519178683,12.376815880696888,-0.9527668403077523,6436.141,1.6743047446975208
3.4765588189090355,4.186635709569866,2.477661652422805,8.210715424489035,11.314903320182369,-0.9838885014038209,5650.265,1.5243662105099025
3.4707669643372343,4.199922751479228,2.4707098734854784,7.954455063989402,11.624528187721143,-0.9838892612061609,5590.907,1.5080762969973425
3.4675514337042928,4.199568876812779,2.465457800547402,7.985864710265717,11.0929238810592,-0.9789465319710104,5543.61,1.4835577960067696
3.4628386272032645,4.1993968014662295,2.465765118194009,8.009426990342208,11.020979145558456,-0.9762620303137102,5499.046,1.4671391666146525
3.4591836330966035,4.198907847432783,2.4700482803033514,8.033626730077737,11.05909419348262,-0.9711681299821951,5461.219,1.448858156982267
3.440865649757287,4.163303236325632,2.484128874181115,8.150799939416203,11.877028657628198,-0.9709334670284248,5451.281,1.4458534180949325
3.44810227661685,4.181797294694067,2.483034750266961,8.230899786348077,11.559250858608888,-0.9610547420763002,5468.062,1.431118266178283
3.4496654644975946,4.197837203348764,2.49830336362436,8.146945225413083,11.34743713793976,-0.9582923588349711,5411.297,1.419274551657853
3.4449123724079618,4.197777018222757,2.49851157426792,8.251894856354932,11.693269060729056,-0.9553719838321842,5369.703,1.3999974221808271
3.4418308643708455,4.197306543877358,2.4919375577484737,8.23497518866995,11.557441727679937,-0.9527836491780217,5327.406,1.3885156686114437
3.4344681780842876,4.19770091242359,2.4683068422721184,8.269239827690175,11.667407771157473,-0.949814677088373,5299.266,1.3652234669528964
3.430115214310407,4.1533796403143945,2.479195639185483,8.236583239584068,11.311016339650983,-0.962374774611937,5367.172,1.4060442272970963
3.442078085056046,4.1809212253928045,2.4933737831605582,8.16126508624072,11.175603921563273,-0.9528782892582865,5406.812,1.405754161352578
3.4424678812268277,4.198049966629152,2.491571322470993,8.25301239256121,11.15023736338702,-0.9497638833815831,5353.094,1.3867662881727878
3.4338551425476287,4.19764856730434,2.471859124111365,8.291638340695691,11.81131136026599,-0.9517106306260905,5280.031,1.3705053061420225
3.4327517306039357,4.1969633661005,2.488914813470205,8.318107121376224,11.699803023226297,-0.9434304652541514,5248.593,1.34974311148236
3.4273855541261473,4.196227134476293,2.472852533936716,8.303021352537922,11.234017863419322,-0.9400482502771171,5203.375,1.3251533367939785
3.4184685184601045,4.176260352394772,2.4822189935935484,8.32601397527908,11.729632241368254,-0.9371553622323052,5166.812,1.3111943869635805
3.4156755122328164,4.199835388165491,2.481264290061195,8.388106987601862,12.186162994585318,-0.9234823229846594,5340.281,1.3394234405932892
3.4189443106786306,4.195847527614419,2.487540187711501,8.304841644444155,11.147409475641334,-0.930472095057463,5103.0,1.2849157142560723
3.4147835574863517,4.195387366763826,2.4907582384317,8.319029412369582,11.681014963080823,-0.9322821459755778,5051.172,1.281719159327807
3.409591730169167,4.174064296873529,2.493163832069928,8.401755924951388,11.29683746494969,-0.9267897523084677,5027.563,1.2600051642942829
3.407645240350967,4.194958886516552,2.479240941037315,8.395347720509116,11.88239860330653,-0.9316504925123936,4993.765,1.266070385993126
3.407201115194828,4.194794488425212,2.4915265338912347,8.419292173692186,11.79170575767619,-0.9255669375549472,4962.469,1.2413590294280803
3.402851724115477,4.194210512385239,2.495727313119633,8.293327119939335,11.72661603963688,-0.9273633082574366,4907.859,1.2298873703485311
3.398740761774466,4.19378669081209,2.4979742120513757,8.49190236531868,12.464631760563272,-0.9267828902753352,4888.656,1.228088614506696
3.3945066004903923,4.1718864589662426,2.495109477398993,8.437149776270967,11.863547747838409,-0.9236824517720293,4866.25,1.2139857189070042
3.39192930556013,4.19388971043665,2.4851956352139384,8.429621946088576,12.460832791038596,-0.9289085100178415,4836.125,1.2173435064564189
3.39128980672992,4.193873318394839,2.4873308484835266,8.46306110156025,12.213639136225725,-0.9282275865985665,4801.485,1.2073445944515917
3.3932667889977304,4.193344395761288,2.488620645344286,8.459204966688853,11.534784991217848,-0.9244391789678553,4760.938,1.18804049227045
3.3838600818009588,4.19356398488292,2.476969143594387,8.493224799915222,12.42977502748968,-0.9270544586298616,4740.907,1.186304749886542
3.3866520851320576,4.142510591712848,2.4790054948940434,8.466232868159803,12.428323073625249,-0.9460868598841972,4914.532,1.2613935471028506
3.402095154295076,4.174381011699289,2.479600589435018,8.553128334903379,12.48741336421358,-0.9356871602351079,4998.656,1.2648246158850651
3.404625504614091,4.194961577545829,2.46837363838224,8.342818484380935,11.343734065329729,-0.9401469539731849,4890.015,1.24664945489822
3.3977378433240313,4.194728577808066,2.497016493627855,8.481468325698998,12.641653349352346,-0.9395699773936357,4842.11,1.2333924152795082
3.39454078926717,4.194123941573546,2.4751740867556524,8.425193812256257,11.969937687736325,-0.9358360923749524,4798.281,1.2129250072037692
3.397135252361952,4.194413177433493,2.499811739255094,8.471726206300676,11.438399477589398,-0.9347239037948782,4739.188,1.1999106597943647
3.384557786350807,4.172002506353698,2.494550023378076,8.510483818712029,12.144441411939049,-0.9317054169779714,4733.156,1.1902559038393383
3.38207924956575,4.194068049662567,2.477337702429082,8.530222967717657,12.67224284322037,-0.9431234654151266,4670.61,1.1892563795455853
3.3808097620789024,4.193464344236471,2.478325379623597,8.420605358837513,11.984785271459067,-0.9364521415339061,4635.0,1.167069685125939
3.382026759648077,4.192797311893991,2.494831087986124,8.51215713252602,12.101959002780742,-0.9330135422416266,4615.86,1.1615348403090369
3.376424700878435,4.193468094113346,2.495678140540268,8.54602737861718,12.396974763839234,-0.9354455085688509,4580.75,1.1555563844349988
3.3729563491800936,4.16991637056524,2.4729308126474736,8.4485741292899,11.455115215105929,-0.9350017140200774,4557.406,1.1488524666097713
3.378642488252421,4.192396921446495,2.494578415325497,8.334392904335672,11.39345446641458,-0.9345624675488318,4524.032000000007,1.143572986788779
3.370172138170829,4.192623205881946,2.492546798627854,8.548983420432004,12.6352725981059,-0.9405823229183861,4502.938,1.1418015379428537
3.367920943746027,4.1933895299679325,2.4752083843332136,8.545644001542279,12.45444631401429,-0.940166082376245,4483.094,1.136058647502255
3.3731133787458676,4.192510832064287,2.4974098896142385,8.530684068571667,12.18400994607025,-0.9385550163357156,4448.36,1.1236364680969286
